id,Title,Content,"Publication Authors_publication_author_name","Publication Year",DOI,"Publication URLs","RDC List_id","Book Title","BibTex Type","Journal Name",Number,"Network Ref"
19839,"L'adaptation conjoncturelle versus le néolibéralisme: les impacts de ces modes de gouvernance sur la pauvreté. Le cas du Québec et de l'Ontario de 1993 à 1998",,"Geneviève Clavet",2004,,,MTL,,MASTERSTHESIS,,,mastersthesis
19840,"Adolescent employment: Determinants and implications",,"Henry Yeboah",2004,,,UWO,,MASTERSTHESIS,,,mastersthesis
19841,"A longitudinal analysis of math achievement gaps associated with socioeconomic status: How do they change from childhood to adolescence?",,"D. Caro-Vasquez",2004,,,UNB,,PHDTHESIS,,,phdthesis
19842,"A longitudinal population-based study of treated and untreated major depression",,"J. Wang",2004,,,PRC,,ARTICLE,"Medical Care",6,article
19843,"Geographic dimensions of aging in Canada, 1991-2001",,"Eric G. Moore,Michael A. Pacey",2004,,http://muse.jhu.edu/journals/cja/summary/v023/23.5moore.html,MCM,,ARTICLE,"Canadian Journal on Aging / La Revue canadienne du vieillissement",Supplement/Supplémen,article
19844,"Health status of elderly persons living in the community or in long-term care facilities",,"C. Allyson Jones,David H. Feeny",2004,,https://www.researchgate.net/publication/237762699_HEALTH_STATUS_OF_ELDERLY_PERSONS_LIVING_IN_THE_COMMUNITY_OR_IN_LONG-TERM_CARE_FACILITIES,UAB,,ARTICLE,"Institute of Health Economics Working Paper",7-Apr,workpaper
19845,"Gender differences in vulnerability to social determinants of health in later-life",,"Steven G. Prus,Ellen Gee",2004,,http://socserv.mcmaster.ca/rdc/wpabs.htm#abs6,MCM,,ARTICLE,"McMaster RDC Research Paper",6,workpaper
19846,"The impact of arthritis on Canadian women",,"Elizabeth M. Badley,Naomi M. Kasman",2004,,http://www.biomedcentral.com/1472-6874/4/s1/s18/abstract,UTO,,ARTICLE,"BMC Women's Health",Supplement,article
19847,"Immigration, race, and labor: Unionization and wages in the Canadian labor market",,"Jeffrey G. Reitz,Anil Verma",2004,,http://journals1.scholarsportal.info/details.xqy?uri=/00198676/v43i0004/835_iraluawitclm.xml,UTO,,ARTICLE,"Industrial Relations / Relations industrielles",4,article
19848,"Proxy reporting and the increasing prevalence of arthritis in Canada",,"Anthony V. Perruccio,Elizabeth M. Badley",2004,,www.ncbi.nlm.nih.gov/pubmed/15191116,UTO,,ARTICLE,"Canadian Journal of Public Health",3,article
19849,"Duration until smoking initiation in Canada",,"B. Anderson",2004,,,UNB,,PHDTHESIS,,,phdthesis
19850,"Trends in drug offences and the role of alcohol and drugs in crime",,"Norm Desjardins,Tina Hotton",2004,,http://www.statcan.gc.ca/bsolc/olc-cel/olc-cel?catno=85-002-x20040018424&lang=eng,UTO,,ARTICLE,Juristat,1,article
19851,"Constructing survival analysis models with independent variables that change over time: Application using data from the Survey of Labour and Income Dynamics",,"Denis Gonthier",2004,,http://www.statcan.gc.ca/pub/12-002-x/12-002-x2004001-eng.pdf,MTL,,ARTICLE,"The Research Data Centres Information and Technical Bulletin",1,article
19852,"Life cycle theory and residential mobility of older Canadians",,"Yuri Ostrovsky",2004,,http://muse.jhu.edu/journals/canadian_journal_on_aging/v023/23.5ostrovsky.pdf,"MCM,UTO",,ARTICLE,"Canadian Journal on Aging / La Revue canadienne du vieillissement",Supplement,article
19853,"A comparison of the labour market outcomes of post-secondary graduates of various levels and fields over a four-year cohort period",,"David L. Walters",2004,,http://www.jstor.org/stable/3341943,,,ARTICLE,"Canadian Journal of Sociology",1,article
19854,"Neighborhood, family, and child predictors of childhood injury in Canada",,"Hassan Soubhi,Parminder Raina,Dafna Kohen",2004,,http://www.ingentaconnect.com/content/png/ajhb/2004/00000028/00000005/art00002,MTL,,ARTICLE,"American Journal of Health Behavior",5,article
19855,"The effectiveness of the heaviness of smoking index as a predictor of smoking cessation In Canada",,"Michael O. Chaiton",2004,,,UTO,,PHDTHESIS,,,phdthesis
19856,"Stat/Transfer's command files and the efficient transfer of data files",,"James Chowhan",2004,,http://www5.statcan.gc.ca/olc-cel/olc.action?ObjId=12-002-X20040027034&ObjType=47&lang=en,MCM,,ARTICLE,"The Research Data Centres Information and Technical Bulletin",2,article
19857,"The development of early delinquency: Can classroom and school climates make a difference?",,"Jane B. Sprott",2004,,http://www.utpjournals.press/doi/abs/10.3138/cjccj.46.5.553,UTO,,ARTICLE,"Canadian Journal of Criminology and Criminal Justice",5,article
19858,"Et la vie continue: Expansion du réseau familial aprés la séparation des parents",,"Heather Juby,Celine Le Bourdais,Nicole Marcil-Gratton",2004,,http://www.justice.gc.ca/fra/pr-rp/lf-fl/famil/2004_9/index.html,MTL,,TECHREPORT,,2004-FCY-9F,report
19859,"Earnings and community college field of study choice in Canada",,"Brahim Boudarbat",2004,,http://ideas.repec.org/p/iza/izadps/dp1156.html,MTL,,ARTICLE,"Institute for the Study of Labor (IZA) Discussion Paper",1156,workpaper
19860,"A comparison of the predictors of heart health among immigrants and native-born Canadians",,"A. Chambers",2004,,,MCM,,MASTERSTHESIS,,,mastersthesis
19861,"Measuring obesity in young children",,"Shelley Phipps,Peter Burton,Lynn Lethbridge,Lars Osberg",2004,,http://economics.ca/cgi/jab?journal=cpp&article=v30n4p0349,DAL,,ARTICLE,"Canadian Public Policy",4,article
19862,"Unmet need for the treatment of depression in Atlantic Canada",,"J. M. Starkes,C. C. Poulin,S. R. Kisely",2005,,http://www.ncbi.nlm.nih.gov/pubmed/16276848,DAL,,ARTICLE,"Canadian Journal of Psychiatry",10,article
19863,"Longitudinal estimates of child poverty in the Maritimes versus the rest of Canada",,"P. Burton,S. Phipps,L. Lethbridge",2004,,http://go.galegroup.com/ps/anonymous?id=GALE%7CA133910193,DAL,,ARTICLE,"Canadian Journal of Regional Science",2,article
19864,"L'effet de la politique québécoise de frais de garde à cinq dollars par jour sur les heures de garde, les heures travaillées et la participation au marché du travail des mères de jeunes enfants",,"David Lemay",2004,,,,,MASTERSTHESIS,,,mastersthesis
19865,"Nouvelle économie et rendements du capital humain",,"Mathieu Trépanier",2004,,,MTL,,MASTERSTHESIS,,,mastersthesis
19866,"Les facteurs socioéconomiques associés à la décision d'avoir un troisième enfant, Québec, 2001",,"Amélie Ducharme",2004,,http://www.demo.umontreal.ca/memoire_maitrise.htm,MTL,,MASTERSTHESIS,,,mastersthesis
19867,"Family income and child outcomes in Canada",,"Martin Dooley,Jennifer M. Stewart",2004,,http://onlinelibrary.wiley.com/doi/10.1111/j.0008-4085.2004.00253.x/abstract,MCM,,ARTICLE,"Canadian Journal of Economics",4,article
19868,"The transition from good to poor health: An econometric study of the older population",,"Neil J. Buckley,Frank T. Denton,A. Leslie Robb,Byron G. Spencer",2004,,http://www.sciencedirect.com/science/article/pii/S0167629604000384,MCM,,ARTICLE,"Journal of Health Economics",5,article
19869,"Child mental health and human capital accumulation: the case of ADHD",,"Janet Currie,Mark Stabile",2004,,http://www.nber.org/papers/w10435,UTO,,ARTICLE,"National Bureau of Economic Research (NBER) Working Papers",10435,workpaper
19870,"Variance estimation with plausible value achievement data: Two STATA programs for use with the YITS/PISA data",,"Darren Lauzon",2004,,http://www.statcan.gc.ca/bsolc/olc-cel/olc-cel?catno=12-002-x20040016891&lang=eng,BCI,,ARTICLE,"The Research Data Centres Information and Technical Bulletin",1,article
19871,"Effects of illness and disability on job separation",,"William J. Magee",2004,,http://www.sciencedirect.com/science/article/pii/s0277953603002843,UTO,,ARTICLE,"Social Science and Medicine",6,article
19872,"Towards a dynamic description of major depression epidemiology",,"Scott B. Patten,Robert C. Lee",2004,,https://www.cambridge.org/core/journals/epidemiology-and-psychiatric-sciences/article/towards-a-dynamic-description-of-major-depression-epidemiology/DFA64532428A4E227CDCCA91FDFE5692,PRC,,ARTICLE,"Epidemiology and Psychiatric Sciences",1,article
19873,"Rural-urban migration in the 1990s",,"Rick Audas,Ted McDonald",2004,,http://www.statcan.gc.ca/bsolc/olc-cel/olc-cel?catno=11-008-x20040016883&lang=eng,UNB,,ARTICLE,"Canadian Social Trends",,article
19874,"Physical aggression during early childhood: Trajectories and predictors",,"Richard E. Tremblay,Daniel S. Nagin,Jean R. Séguin,Mark Zoccolillo,Philip D. Zelazo,Michel Boivin,Daniel Pérusse,Christa Japel",2004,,http://pediatrics.aappublications.org/content/114/1/e43.short,MTL,,ARTICLE,Pediatrics,1,article
19875,"Beyond access: Who reports that health care is not being received when needed in a publicly-funded health care system?",,"Naomi M. Kasman,Elizabeth M. Badley",2004,,http://www.ncbi.nlm.nih.gov/pubmed/15362477,UTO,,ARTICLE,"Canadian Journal of Public Health",4,article
19876,"Major depression and mental health care utilization in Canada: 1994-2000",,"Scott B. Patten,Cynthia A. Beck",2004,,https://journals.sagepub.com/doi/abs/10.1177/070674370404900505,PRC,,ARTICLE,"Canadian Journal of Psychiatry",5,article
19877,"Perceived work stress and major depressive episodes in a population of employed Canadians over 18 years old",,"J. Wang",2004,,,PRC,,ARTICLE,"Journal of Nervous and Mental Disease",2,article
19878,"The impact of junior kindergarten on math skills in elementary school children",,"Linda S. Pagani,Denis Larocque,Richard E. Tremblay,Pierre Lapointe",2004,,http://cjs.sagepub.com/content/19/1-2/117.abstract,MTL,,ARTICLE,"Canadian Journal of School Psychology",2-Jan,article
19879,"A cohort and gender comparison of mid-life characteristics associated with residential mobility upon retirement",,"Lynda M. Hayward",2004,,http://socserv.mcmaster.ca/rdc/wpabs.htm#abs5,MCM,,ARTICLE,"McMaster RDC Research Paper",,workpaper
19880,"Déterminants professionnels de la détresse psychologique, de l'abus d'alcool et de la consommation de médicaments psychotropes: Analyse secondaire de l'Enquête nationale sur la santé de la population",,"Pierre Durand,Alain Marchand,Marcel Simard,Andrée Demers,J. Collin",2004,,,MTL,,TECHREPORT,,,report
19881,"Employment insurance and family response to unemployment: Canadian evidence from the SLID",,"Rick Audas,James T. McDonald",2004,,http://www.srdc.org/publications/Earnings-Supplement-Project-ESP--Employment-Insurance-and-Family-Response-to-Unemployment-Canadian-Evidence-From-the-SLID-details.aspx,UNB,,ARTICLE,"Social Research Demonstration Corporation (SRDC) Working Paper Series",4-Apr,workpaper
19882,"L'influence des méthodes de recrutement externes sur la satisfaction et la rétention",,"Mathieu Bilodeau",2004,,http://hdl.handle.net/1866/1692,MTL,,MASTERSTHESIS,,,mastersthesis
19883,"Improving the mental health of young children in Toronto: Needs assessment and literature review",,"Helen Thomas,Michael H. Boyle",2004,,http://socserv.mcmaster.ca/rdc/wptitles.htm,MCM,,ARTICLE,"McMaster RDC Research Paper",4,workpaper
19884,"Chronic back pain and major depression in the general Canadian population",,"Shawn R. Currie,JianLi Wang",2004,,http://www.sciencedirect.com/science/article/pii/S030439590300397X,PRC,,ARTICLE,Pain,2-Jan,article
19885,"Family structure and child outcomes: A longitudinal study of sexual behavior of Canadian adolescents",,"Eric Tenkorang",2004,,,UWO,,MASTERSTHESIS,,,mastersthesis
19886,"The social context of chilhood injury in Canada: Integration of the NLSCY findings",,"Hassan Soubhi",2004,,http://www.ingentaconnect.com/content/png/ajhb/2004/00000028/a00100s1/art00005,MTL,,ARTICLE,"American Journal of Health Behavior",1,article
19887,"Evaluating the hyperactivity/inattention sub-scale of the National Longitudinal Survey Of Children And Youth",,"A. Charach",2004,,,UTO,,PHDTHESIS,,,phdthesis
19888,"The relationship between post-secondary education and skill: Comparing credentialism with human capital theory",,"David L. Walters",2004,,,MCM,,ARTICLE,"Canadian Journal of Higher Education / Revue canadienne d'enseignement supérieur",2,article
19889,"L'insertion professionnelle des jeunes issus de l'immigration: Modalités et trajectoires d'insertion",,"Coryse Ciceri",2004,,,MTL,,PHDTHESIS,,,phdthesis
19890,"Returns to computer use and organizational practices of the firm",,"Benoît Dostie,Mathieu Trépanier",2004,,,MTL,,ARTICLE,"Cahier de recherche du CREF",14-Apr,workpaper
19891,"A longitudinal analysis of health behaviors within the Canadian immigrant population",,"J. Filice",2004,,,MCM,,MASTERSTHESIS,,,mastersthesis
19892,"Changes in conjugal life in Canada: Is cohabitation progressively replacing marriage?",,"Céline Le Bourdais,Évelyne Lapierre-Adamcyk",2004,,http://onlinelibrary.wiley.com/doi/10.1111/j.0022-2445.2004.00063.x/abstract,MTL,,ARTICLE,"Journal of Marriage and Family",4,article
19893,"Differences in benefits within non-standard employment contracts",,"Isik U. Zeytinoglu,Gordon B. Cooke",2004,,http://socserv.mcmaster.ca/rdc/wptitles.htm,MCM,,ARTICLE,"McMaster RDC Research Paper",7,workpaper
19894,"Traumatic experiences in chilchild and the risk of arthritis: A prospective cohort study",,"Jacek A. Kopec,Eric C. Sayre",2004,,http://journal.cpha.ca/index.php/cjph/article/view/537/537,BCI,,ARTICLE,"Canadian Journal of Public Health",5,article
19895,"The impact of antidepressant treatment on population health: Synthesis of data from two national data sources in Canada",,"Scott B. Patten",2004,,http://www.pophealthmetrics.com/content/2/1/9/abstract/,PRC,,ARTICLE,"Population Health Metrics",9,article
19896,"Moving on: The expansion of the family network after parents separate",,"Heather Juby,Céline Le Bourdais,Nicole Marcil-Gratton",2004,,http://www.justice.gc.ca/eng/rp-pr/fl-lf/famil/2004_9/index.html,MTL,,TECHREPORT,,2004-FCY-9E,report
19897,"Travail et santé mentale: une perspective multiniveaux des déterminants de la détresse psychologique",,"Alain Marchand",2004,,,MTL,,PHDTHESIS,,,phdthesis
19898,"Children's family and school capital: Effects of mathematics achievement in Canada",,"A. M. Bortnik",2004,,,PRC,,MASTERSTHESIS,,,mastersthesis
19899,"Healthy aging at older ages: Are income and education important?",,"Neil J. Buckley,Frank T. Denton,A. Leslie Robb,Byron G. Spencer",2004,,http://muse.jhu.edu/article/182893,MCM,,ARTICLE,"Canadian Journal on Aging / La Revue canadienne du vieillissement",Supplement/Supplémen,article
19900,"Insights into the 'healthy immigrant effect': Health status and health service use of immigrants",,"James T. McDonald,Steven Kennedy",2004,,http://www.sciencedirect.com/science/article/pii/S0277953604000516,UNB,,ARTICLE,"Social Science and Medicine",8,article
19901,"An analysis of the impact of family and school stressors on children's emotional state in Canada",,"T. Lu",2004,,,PRC,,PHDTHESIS,,,phdthesis
19902,"Child well-being and neighbourhood quality: Evidence from the Canadian National Longitudinal Survey of Children and Youth",,"Lori J. Curtis,Martin D. Dooley,Shelley A. Phipps",2004,,http://www.sciencedirect.com/science/article/pii/s0277953603004246,MCM,,ARTICLE,"Social Science and Medicine",10,article
19903,"An econometric analysis of the impact of the self-sufficiency project on the employment behavior of former welfare recipients",,"J. Zabel,S. Schwartz,S. Donald",2004,,,COOL,,ARTICLE,"Social Research Deomonstration Corporation (SRDC) Working Paper Series",5-Apr,workpaper
19904,"Child health in the Maritimes",,"L. Lethbridge,S. Phipps",2004,,,DAL,"Determinants of Health: An Atlantic Perspective",INBOOK,,,bookchap
19905,"A new look at inter-informant agreement on conduct disorder using a latent class approach",,"Élisa Romano,Raymond H. Baillargeon,Hong Xing Wu,Mark Zoccolillo,Frank Vitaro,Richard E. Tremblay",2004,,http://www.psy-journal.com/article/S0165-1781(04)00214-8/abstract,MTL,,ARTICLE,"Psychiatry Research",1,article
